chr,tissue,tissueName,segmentID,start,end,isInClique,fantomExpression,fantomDistance,fantomCount,GTExExpression,GTExDistance,GTExCount,RNAPolCount
chrX,AD2,Adrenal gland,2121,19458343,19463396,False,36.3766849640522,52060,1,28.297,0,1,0
chrX,AD2,Adrenal gland,2122,19463397,19470374,True,36.3766849640522,45082,1,28.297,0,1,0
chrX,AD2,Adrenal gland,2123,19474611,19481077,False,36.3766849640522,34379,1,28.297,0,1,0
chrX,AD2,Adrenal gland,2124,19481078,19486156,False,36.3766849640522,29300,1,28.297,0,1,0
chrX,AD2,Adrenal gland,2125,19486157,19493507,True,36.3766849640522,21949,1,28.297,0,1,0
chrX,AD2,Adrenal gland,2126,19507882,19526590,True,36.3766849640522,0,2,28.297,0,1,0
chrX,AD2,Adrenal gland,2127,19526591,19530594,False,7.27533699281044,11078,1,7.41396,3383,1,0
chrX,AD2,Adrenal gland,2128,19530595,19534897,False,7.27533699281044,15082,1,7.41396,0,1,0
chrX,AD2,Adrenal gland,2129,19534898,19540021,False,7.27533699281044,19385,1,7.41396,0,1,0
chrX,AD2,Adrenal gland,2130,19540022,19545843,False,0.0,23460,1,7.41396,0,1,0
chrX,AD2,Adrenal gland,2131,19545844,19554985,False,0.0,14318,1,7.41396,0,1,0
chrX,AD2,Adrenal gland,2139,19604649,19608475,False,0.0,0,1,7.41396,0,1,0
chrX,AD2,Adrenal gland,2140,19608476,19611707,False,0.0,245,1,7.41396,0,1,0
chrX,AD2,Adrenal gland,2141,19611708,19614867,False,0.0,0,1,7.41396,0,1,0
chrX,AD2,Adrenal gland,2146,19634525,19643290,False,0.0,2966,1,7.41396,0,1,0
chrX,AD2,Adrenal gland,2149,19654751,19659543,False,0.0,6964,1,7.41396,0,1,0
chrX,AD2,Adrenal gland,2151,19674442,19678794,False,0.0,204,1,7.41396,0,1,0
chrX,AD2,Adrenal gland,2160,19731650,19735457,True,0.0,3234,1,7.41396,0,1,0
chrX,AD2,Adrenal gland,2164,19754604,19759143,False,0.0,6523,1,7.41396,0,1,0
chrX,AD2,Adrenal gland,2165,19759144,19765885,False,0.0,11063,1,7.41396,0,1,0
chrX,AD2,Adrenal gland,2167,19769962,19782951,False,0.0,16781,1,7.41396,0,1,0
chrX,AD2,Adrenal gland,2168,19782952,19794657,False,0.0,5075,1,7.41396,0,1,0
chrX,AD2,Adrenal gland,2171,19803856,19813194,False,0.0,0,3,7.41396,0,1,0
chrX,AD2,Adrenal gland,2172,19820590,19824484,False,0.0,11773,1,7.41396,0,1,0
chrX,AD2,Adrenal gland,2173,19824485,19833019,False,0.0,3238,1,7.41396,0,1,0
chrX,AD2,Adrenal gland,2174,19855132,19859307,False,0.0,2496,1,7.41396,0,1,0
chrX,AD2,Adrenal gland,2175,19862833,19871298,False,0.0,0,1,7.41396,0,1,0
chrX,AD2,Adrenal gland,2178,19883181,19897127,True,3.63766849640522,0,6,7.41396,0,1,0
chrX,AD2,Adrenal gland,2180,19902624,19909044,False,0.0,14718,1,2.46202,3816,1,0
chrX,AD2,Adrenal gland,2181,19909045,19914688,False,0.0,21139,1,2.46202,0,1,0
chrX,AD2,Adrenal gland,2182,19914689,19918936,False,0.0,26783,1,2.46202,0,1,0
chrX,AD2,Adrenal gland,2189,19969484,19974784,True,0.0,16242,1,2.46202,0,1,0
chrX,AD2,Adrenal gland,2191,19981770,19987579,False,0.0,3447,1,2.46202,0,2,0
chrX,AD2,Adrenal gland,2192,19987580,19996540,False,0.0,0,1,2.46202,0,1,0
chrX,AD2,Adrenal gland,2194,20001908,20006080,False,0.0,9355,1,0.638673,633,1,0
chrX,AD2,Adrenal gland,2195,20006081,20012008,False,0.0,3427,1,0.638673,0,1,0
chrX,AD2,Adrenal gland,2199,20029177,20038133,False,0.0,4118,1,0.638673,0,1,0
chrX,AD2,Adrenal gland,2200,20046085,20055141,False,0.0,1608,1,0.638673,0,1,0
chrX,AD2,Adrenal gland,2204,20078053,20082197,False,0.0,14207,1,0.638673,0,1,0
chrX,AD2,Adrenal gland,2205,20092083,20095597,False,0.0,20998,1,0.638673,0,1,0
chrX,AD2,Adrenal gland,2206,20095598,20100857,False,0.0,15738,1,0.638673,0,1,0
chrX,AD2,Adrenal gland,2207,20109774,20119719,True,0.0,0,4,0.638673,0,1,0
chrX,AD2,Adrenal gland,2208,20119720,20123937,False,0.0,2743,1,24.2913,588,1,0
chrX,AD2,Adrenal gland,2210,20136413,20147288,True,25.4636794748365,0,3,24.2913,0,1,1
chrX,AD2,Adrenal gland,2211,20150521,20154697,True,0.0,3665,1,15.3757,0,1,0
chrX,AD2,Adrenal gland,2212,20154698,20159452,False,0.0,0,1,15.3757,0,1,0
chrX,AD2,Adrenal gland,2213,20159453,20163523,False,0.0,1087,1,15.3757,0,1,0
chrX,AD2,Adrenal gland,2215,20172596,20181667,False,0.0,0,1,15.3757,0,1,0
chrX,AD2,Adrenal gland,2216,20186229,20190402,False,0.0,10989,1,15.3757,0,1,0
chrX,AD2,Adrenal gland,2218,20194515,20200845,False,0.0,18007,1,15.3757,0,1,0
chrX,AD2,Adrenal gland,2219,20200846,20204932,False,0.0,13920,1,15.3757,0,1,0
chrX,AD2,Adrenal gland,2221,20210652,20216060,False,0.0,2792,1,15.3757,0,1,0
chrX,AD2,Adrenal gland,2226,20238160,20243504,False,0.0,12282,1,15.3757,0,1,0
chrX,AD2,Adrenal gland,2228,20252591,20270435,False,10.9130054892157,0,9,15.3757,0,1,2
chrX,AD2,Adrenal gland,2229,20270436,20275687,False,10.9130054892157,3379,1,15.3757,2917,1,0
chrX,AD2,Adrenal gland,2230,20275688,20282684,False,10.9130054892157,8631,1,15.3757,8169,1,0
chrX,AD2,Adrenal gland,2233,20291693,20296568,False,0.0,21021,1,0.0,15270,1,0
chrX,AD2,Adrenal gland,2234,20296569,20300157,False,0.0,17432,1,0.0,11681,1,0
chrX,AD2,Adrenal gland,2235,20300158,20304944,False,0.0,12645,1,0.0,6894,1,0
chrX,AD2,Adrenal gland,2242,20367084,20373519,False,0.0,710,1,0.0,49301,1,0
chrX,AD2,Adrenal gland,2256,20441328,20445667,False,0.0,70345,1,0.0,0,1,0
chrX,AD2,Adrenal gland,2258,20449255,20454356,False,0.0,61656,1,0.0,0,2,0
chrX,AD2,Adrenal gland,2260,20460650,20466808,False,0.0,49204,1,0.0,0,1,0
chrX,AD2,Adrenal gland,2261,20474482,20478209,False,0.0,37803,1,0.0,0,1,0
chrX,AD2,Adrenal gland,2262,20482125,20487382,False,0.0,28630,1,0.0,0,1,0
chrX,AD2,Adrenal gland,2263,20492506,20496890,False,0.0,19122,1,0.0,40075,1,0
chrX,AD2,Adrenal gland,2267,20508573,20516901,False,0.0,0,1,0.0,56142,1,0
chrX,AD2,Adrenal gland,2269,20523791,20530221,False,0.0,7759,1,0.0,71360,1,0
chrX,AD2,Adrenal gland,2275,20563461,20568715,False,0.0,47429,1,0.0,111030,1,0
chrX,AD2,Adrenal gland,2276,20568716,20572641,False,0.0,52684,1,0.0,116285,1,0
chrX,AD2,Adrenal gland,2280,20601921,20606590,False,0.0,85889,1,0.0,149490,1,0
chrX,AD2,Adrenal gland,2281,20606591,20610052,False,0.0,90559,1,0.0,154160,1,0
chrX,AD2,Adrenal gland,2285,20630621,20634861,False,0.0,114589,1,0.0,134857,1,0
chrX,AD2,Adrenal gland,2288,20658138,20662418,False,0.0,142106,1,0.0,107300,1,0
chrX,AD2,Adrenal gland,2290,20691499,20696644,False,0.0,175467,1,0.0,73074,1,0
chrX,AD2,Adrenal gland,2291,20701845,20709000,False,0.0,185813,1,0.0,60718,1,0
chrX,AD2,Adrenal gland,2299,20765028,20770567,False,0.0,248996,1,0.0,0,1,0
chrX,AD2,Adrenal gland,2302,20781871,20786910,False,0.0,265839,1,0.0,0,1,0
chrX,AD2,Adrenal gland,2304,20803500,20807237,False,0.0,287468,1,0.0,0,1,0
chrX,AD2,Adrenal gland,2305,20807238,20812190,False,0.0,291206,1,0.0,0,1,0
chrX,AD2,Adrenal gland,2307,20822882,20827436,False,0.0,306850,1,0.0,0,1,0
chrX,AD2,Adrenal gland,2308,20842289,20848309,False,0.0,326257,1,0.0,0,1,0
chrX,AD2,Adrenal gland,2310,20865852,20869453,False,0.0,349820,1,0.0,0,1,0
chrX,AD2,Adrenal gland,2311,20869454,20873196,False,0.0,353422,1,0.0,0,1,0
chrX,AD2,Adrenal gland,2312,20873197,20877433,False,0.0,357165,1,0.0,0,1,0
chrX,AD2,Adrenal gland,2317,20915210,20921540,False,0.0,399178,1,0.0,0,1,0
chrX,AD2,Adrenal gland,2320,20932041,20937013,False,0.0,416009,1,0.0,0,1,0
chrX,AD2,Adrenal gland,2324,20955593,20958794,False,0.0,415302,1,0.0,0,1,0
chrX,AD2,Adrenal gland,2325,20958795,20964562,False,0.0,409534,1,0.0,0,1,0
chrX,AD2,Adrenal gland,2327,20968747,20973172,False,0.0,400924,1,0.0,0,1,0
chrX,AD2,Adrenal gland,2328,20982114,20991446,False,0.0,382650,1,0.0,0,1,0
chrX,AD2,Adrenal gland,2329,20997803,21005296,False,0.0,368800,1,0.0,0,1,0
chrX,AD2,Adrenal gland,2332,21024481,21031254,False,0.0,342842,1,0.0,0,1,0
chrX,AD2,Adrenal gland,2335,21054371,21059239,False,0.0,314857,1,0.0,0,1,0
chrX,AD2,Adrenal gland,2339,21105071,21109388,False,0.0,264708,1,0.0,0,1,0
chrX,AD2,Adrenal gland,2342,21142051,21146351,False,0.0,227745,1,0.0,0,2,0
chrX,AD2,Adrenal gland,2346,21156650,21160371,False,0.0,213725,1,0.0,0,2,0
chrX,AD2,Adrenal gland,2350,21176284,21181359,False,0.0,192737,1,0.0,0,1,0
chrX,AD2,Adrenal gland,2351,21185113,21188811,False,0.0,185285,1,0.0,0,1,0
chrX,AD2,Adrenal gland,2357,21227716,21231591,False,0.0,142505,1,0.0,0,1,0
chrX,AD2,Adrenal gland,2359,21237298,21243088,False,0.0,131008,1,0.0,0,1,0
chrX,AD2,Adrenal gland,2361,21278403,21282529,False,0.0,91567,1,0.0,0,1,0
chrX,AD2,Adrenal gland,2362,21290409,21294257,False,0.0,79839,1,0.0,0,1,0
chrX,AD2,Adrenal gland,2364,21298712,21303236,False,0.0,70860,1,0.0,0,1,0
chrX,AD2,Adrenal gland,2367,21333661,21337239,False,0.0,36857,1,0.0,0,1,0
chrX,AD2,Adrenal gland,2369,21347907,21351476,False,0.0,22620,1,0.0,0,1,0
chrX,AD2,Adrenal gland,2372,21359830,21366275,False,0.0,7821,1,0.0,0,1,0
chrX,AD2,Adrenal gland,2373,21370178,21378592,False,3.63766849640522,0,11,0.0,0,1,0
chrX,AD2,Adrenal gland,2378,21399504,21403837,False,0.0,22421,1,0.723894,0,1,0
chrX,AD2,Adrenal gland,2379,21422562,21435170,False,0.0,0,2,0.723894,0,1,0
chrX,AD2,Adrenal gland,2380,21435171,21439696,False,0.0,8880,1,0.723894,0,1,0
chrX,AD2,Adrenal gland,2385,21468288,21472491,False,0.0,41997,1,0.723894,0,1,0
chrX,AD2,Adrenal gland,2386,21472492,21477582,False,0.0,46201,1,0.723894,0,1,0
chrX,AD2,Adrenal gland,2387,21477583,21480749,False,0.0,51144,1,0.723894,0,1,0
chrX,AD2,Adrenal gland,2388,21480750,21485016,False,0.0,46877,1,0.723894,0,1,0
chrX,AD2,Adrenal gland,2390,21489788,21497123,False,0.0,34770,1,0.723894,0,1,0
chrX,AD2,Adrenal gland,2396,21544090,21547403,False,0.0,12178,1,0.723894,0,1,0
chrX,AD2,Adrenal gland,2397,21547404,21552221,False,0.0,15492,1,0.723894,0,1,0
chrX,AD2,Adrenal gland,2401,21566477,21570832,False,0.0,34565,1,0.723894,0,1,0
chrX,AD2,Adrenal gland,2405,21602129,21607433,False,0.0,1829,1,0.723894,0,1,0
chrX,AD2,Adrenal gland,2411,21652528,21665997,False,0.0,0,5,0.723894,0,1,0
chrX,AD2,Adrenal gland,2414,21682995,21687054,False,0.0,24660,1,0.0701752,18924,1,0
chrX,AD2,Adrenal gland,2418,21698185,21702660,False,0.0,39850,1,0.0701752,3318,1,0
chrX,AD2,Adrenal gland,2419,21706252,21713035,False,0.0,30753,1,0.0701752,0,1,0
chrX,AD2,Adrenal gland,2420,21713036,21716433,False,0.0,27355,1,0.0701752,0,1,0
chrX,AD2,Adrenal gland,2424,21740077,21749993,False,0.0,0,1,0.0701752,0,1,0
chrX,AD2,Adrenal gland,2425,21749994,21766111,False,3.63766849640522,0,6,0.0701752,0,1,0
chrX,AD2,Adrenal gland,2426,21778102,21783702,False,0.0,19848,1,0.0701752,19986,1,0
chrX,AD2,Adrenal gland,2429,21799435,21806151,False,0.0,697,1,7.1425,33466,1,0
chrX,AD2,Adrenal gland,2431,21818826,21823923,False,0.0,7465,1,7.1425,15694,1,0
chrX,AD2,Adrenal gland,2435,21835988,21841808,True,21.8260109784313,0,2,7.1425,0,2,1
chrX,AD2,Adrenal gland,2438,21850243,21857516,False,3.63766849640522,10565,1,7.1425,0,1,0
chrX,AD2,Adrenal gland,2441,21871514,21874757,False,3.63766849640522,31836,1,7.1425,0,1,0
chrX,AD2,Adrenal gland,2444,21882399,21888101,False,0.0,39034,1,7.1425,0,1,0
chrX,AD2,Adrenal gland,2446,21892289,21895536,False,0.0,31599,1,0.776326,33549,1,0
chrX,AD2,Adrenal gland,2447,21895537,21901709,False,0.0,25426,1,0.776326,36797,1,0
chrX,AD2,Adrenal gland,2448,21905767,21910213,False,0.0,16922,1,0.0,29248,1,0
chrX,AD2,Adrenal gland,2449,21910214,21915115,False,0.0,12020,1,0.0,24346,1,0
chrX,AD2,Adrenal gland,2450,21924833,21930813,False,0.0,0,1,0.0,8648,1,0
chrX,AD2,Adrenal gland,2451,21930814,21945385,False,120.043060381372,0,4,101.218,0,2,1
chrX,AD2,Adrenal gland,2452,21945386,21950774,False,3.63766849640522,4332,1,101.218,0,1,0
chrX,AD2,Adrenal gland,2453,21950775,21956233,False,0.0,3617,1,101.218,0,1,0
chrX,AD2,Adrenal gland,2454,21956234,21959901,False,0.0,0,2,101.218,0,1,0
chrX,AD2,Adrenal gland,2455,21959902,21964155,False,0.0,0,1,101.218,0,1,0
chrX,AD2,Adrenal gland,2458,21973292,21977375,False,0.0,13380,1,101.218,0,1,0
chrX,AD2,Adrenal gland,2461,21989843,21993542,False,0.0,0,1,101.218,0,1,0
chrX,AD2,Adrenal gland,2462,21993543,21998463,False,0.0,0,4,101.218,0,1,0
chrX,AD2,Adrenal gland,2464,22002759,22007743,True,0.0,5562,1,101.218,7922,1,0
chrX,AD2,Adrenal gland,2466,22029167,22037118,False,0.0,0,3,0.0841406,0,1,0
chrX,AD2,Adrenal gland,2467,22037119,22044172,False,0.0,0,7,0.0841406,0,1,0
chrX,AD2,Adrenal gland,2473,22100442,22112958,False,0.0,23533,1,0.0841406,0,1,0
chrX,AD2,Adrenal gland,2474,22112959,22122162,False,0.0,14329,1,0.0841406,0,1,0
chrX,AD2,Adrenal gland,2475,22129952,22134111,False,0.0,2381,1,0.0841406,0,1,0
chrX,AD2,Adrenal gland,2478,22142109,22148314,False,0.0,5534,1,0.0841406,0,1,0
chrX,AD2,Adrenal gland,2481,22164549,22168220,False,0.0,27974,1,0.0841406,0,2,0
chrX,AD2,Adrenal gland,2483,22187156,22190803,False,0.0,50581,1,0.0841406,0,1,0
chrX,AD2,Adrenal gland,2485,22198658,22202688,False,0.0,62083,1,0.0841406,0,1,0
chrX,AD2,Adrenal gland,2488,22214434,22220238,False,0.0,77859,1,0.0841406,0,1,0
chrX,AD2,Adrenal gland,2489,22220239,22224975,False,0.0,83664,1,0.0841406,0,1,0
chrX,AD2,Adrenal gland,2491,22228820,22232098,False,0.0,92245,1,0.0841406,0,1,0
chrX,AD2,Adrenal gland,2492,22235171,22238793,False,0.0,98596,1,0.0841406,0,1,0
chrX,AD2,Adrenal gland,2493,22238794,22243229,False,0.0,102219,1,0.0841406,0,1,0
chrX,AD2,Adrenal gland,2494,22243230,22246330,False,0.0,106655,1,0.0841406,0,1,0
chrX,AD2,Adrenal gland,2497,22270136,22278709,False,0.0,133561,1,0.0841406,0,1,0
chrX,AD2,Adrenal gland,2499,22291156,22296498,False,0.0,154581,1,0.0841406,0,1,0
chrX,AD2,Adrenal gland,2501,22300543,22304816,False,0.0,163968,1,0.0841406,0,1,0
chrX,AD2,Adrenal gland,2502,22304817,22309149,False,0.0,168242,1,0.0841406,0,1,0
chrX,AD2,Adrenal gland,2503,22309150,22313353,False,0.0,172575,1,0.0841406,0,1,0
chrX,AD2,Adrenal gland,2505,22317603,22321508,True,0.0,181028,1,0.0841406,0,1,0
chrX,AD2,Adrenal gland,2507,22324975,22328845,False,0.0,188400,1,0.0841406,0,1,0
chrX,AD2,Adrenal gland,2512,22358755,22364200,False,0.0,222180,1,0.0841406,0,1,0
chrX,AD2,Adrenal gland,2519,22419588,22423844,False,0.0,283013,1,0.0841406,0,1,0
chrX,AD2,Adrenal gland,2521,22427515,22430795,False,0.0,290940,1,0.0841406,0,1,0
chrX,AD2,Adrenal gland,2522,22430796,22434366,False,0.0,294221,1,0.0841406,0,1,0
chrX,AD2,Adrenal gland,2524,22448954,22453659,False,0.0,312379,1,0.0841406,0,1,0
chrX,AD2,Adrenal gland,2526,22457468,22461612,False,0.0,320893,1,0.0841406,0,1,0
chrX,AD2,Adrenal gland,2527,22461613,22466220,False,0.0,325038,1,0.0841406,0,1,0
chrX,AD2,Adrenal gland,2528,22466221,22472795,False,0.0,329646,1,0.0841406,0,1,0
chrX,AD2,Adrenal gland,2529,22486345,22491262,False,0.0,349770,1,0.0841406,0,1,0
chrX,AD2,Adrenal gland,2530,22491263,22499153,False,0.0,354688,1,0.0841406,0,1,0
chrX,AD2,Adrenal gland,2531,22499154,22506514,False,0.0,362579,1,0.0,21321,1,0
chrX,AD2,Adrenal gland,2533,22521473,22528515,False,0.0,384898,1,0.0,0,1,0
chrX,AD2,Adrenal gland,2534,22534349,22540276,False,0.0,397774,1,0.0,6408,1,0
chrX,AD2,Adrenal gland,2535,22555892,22564816,False,0.0,419317,1,0.0,27951,1,0
chrX,AD2,Adrenal gland,2537,22575863,22579066,False,0.0,420875,1,0.0,37678,1,0
chrX,AD2,Adrenal gland,2538,22582360,22585702,False,0.0,414239,1,0.0,31042,1,0
chrX,AD2,Adrenal gland,2540,22591855,22597062,False,0.0,402879,1,0.0,19682,1,0
chrX,AD2,Adrenal gland,2543,22607190,22617171,False,0.0,382770,1,0.0,0,1,0
chrX,AD2,Adrenal gland,2544,22617172,22623499,False,0.0,376442,1,0.0,29,1,0
chrX,AD2,Adrenal gland,2548,22647122,22653018,False,0.0,346923,1,0.0,29979,1,0
chrX,AD2,Adrenal gland,2549,22657744,22664395,False,0.0,335546,1,0.0,34062,1,0
chrX,AD2,Adrenal gland,2550,22671471,22676341,False,0.0,323600,1,0.0,22116,1,0
chrX,AD2,Adrenal gland,2551,22676342,22679392,False,0.0,320549,1,0.0,19065,1,0
chrX,AD2,Adrenal gland,2552,22679393,22685512,False,0.0,314429,1,0.0,12945,1,0
chrX,AD2,Adrenal gland,2554,22699562,22705638,False,0.0,294303,1,0.0,0,1,0
chrX,AD2,Adrenal gland,2556,22724833,22730745,False,0.0,269196,1,0.0,0,1,0
chrX,AD2,Adrenal gland,2559,22740925,22744627,False,0.0,255314,1,0.0,0,1,0
chrX,AD2,Adrenal gland,2560,22744628,22750468,False,0.0,249473,1,0.0,0,1,0
chrX,AD2,Adrenal gland,2561,22750469,22753717,False,0.0,246224,1,0.0,0,1,0
chrX,AD2,Adrenal gland,2564,22770847,22778699,False,0.0,221242,1,0.0,1881,1,0
chrX,AD2,Adrenal gland,2572,22810889,22815325,False,0.0,184616,1,0.0,41923,1,0
chrX,AD2,Adrenal gland,2573,22815326,22818893,False,0.0,181048,1,0.0,46360,1,0
chrX,AD2,Adrenal gland,2576,22843153,22847827,False,0.0,152114,1,0.0,74187,1,0
chrX,AD2,Adrenal gland,2577,22847828,22851855,False,0.0,148086,1,0.0,78862,1,0
chrX,AD2,Adrenal gland,2581,22868017,22873547,False,0.0,126394,1,0.0,99051,1,0
chrX,AD2,Adrenal gland,2587,22908443,22911968,False,0.0,87973,1,0.0,87992,1,0
chrX,AD2,Adrenal gland,2590,22930616,22935648,False,0.0,64293,1,0.0,64312,1,0
chrX,AD2,Adrenal gland,2594,22949165,22952486,False,0.0,47455,1,0.0,47474,1,0
chrX,AD2,Adrenal gland,2595,22952487,22955572,False,0.0,44369,1,0.0,44388,1,0
chrX,AD2,Adrenal gland,2596,22955573,22959014,False,0.0,40927,1,0.0,40946,1,0
chrX,AD2,Adrenal gland,2597,22959015,22962624,False,0.0,37317,1,0.0,37336,1,0
chrX,AD2,Adrenal gland,2599,22970076,22974367,False,0.0,25574,1,0.0,25593,1,0
chrX,AD2,Adrenal gland,2600,22974368,22980183,False,0.0,19758,1,0.0,19777,1,0
chrX,AD2,Adrenal gland,2604,22994904,23007359,True,0.0,0,1,0.0,0,1,0
chrX,AD2,Adrenal gland,2606,23011825,23016232,False,0.0,11860,1,0.0,8236,1,0
chrX,AD2,Adrenal gland,2610,23043580,23048477,False,0.0,6262,1,2.27432,27281,1,0
chrX,AD2,Adrenal gland,2612,23056638,23060846,False,0.0,1516,1,2.27432,14912,1,0
chrX,AD2,Adrenal gland,2614,23068135,23071225,False,0.0,4359,1,2.27432,4533,1,0
chrX,AD2,Adrenal gland,2615,23071226,23074613,False,0.0,971,1,2.27432,1145,1,0
chrX,AD2,Adrenal gland,2616,23074614,23080371,False,0.0,0,4,2.27432,0,1,0
chrX,AD2,Adrenal gland,2618,23087737,23094792,False,0.0,11836,1,2.27432,10970,1,0
chrX,AD2,Adrenal gland,2626,23156613,23159955,False,0.0,2805,1,0.0,38384,1,0
chrX,AD2,Adrenal gland,2631,23194518,23200921,False,0.0,31754,1,0.0,0,1,0
chrX,AD2,Adrenal gland,2632,23200922,23207657,False,0.0,26078,1,0.0,2232,1,0
chrX,AD2,Adrenal gland,2634,23211220,23217127,False,0.0,16608,1,0.0,12530,1,0
chrX,AD2,Adrenal gland,2635,23217128,23222887,False,0.0,10848,1,0.0,18438,1,0
chrX,AD2,Adrenal gland,2637,23247880,23252339,False,0.0,14143,1,0.0,49190,1,0
chrX,AD2,Adrenal gland,2639,23256542,23259655,False,0.0,22805,1,0.0,57852,1,0
chrX,AD2,Adrenal gland,2640,23259656,23263790,False,0.0,25919,1,0.0,60966,1,0
chrX,AD2,Adrenal gland,2643,23284217,23288159,False,0.0,45201,1,0.0252037,46690,1,0
chrX,AD2,Adrenal gland,2647,23318488,23322970,False,0.0,10390,1,0.0252037,11879,1,0
chrX,AD2,Adrenal gland,2649,23325990,23337595,False,0.0,0,7,0.0252037,0,1,0
chrX,AD2,Adrenal gland,2651,23344316,23349525,False,0.0,532,1,0.0252037,0,1,0
chrX,AD2,Adrenal gland,2653,23362181,23368850,False,0.0,12120,1,0.0252037,0,1,0
chrX,AD2,Adrenal gland,2660,23404316,23411643,False,0.0,54255,1,0.0252037,0,1,0
chrX,AD2,Adrenal gland,2665,23467234,23473118,False,0.0,23263,1,0.0,115784,1,0
chrX,AD2,Adrenal gland,2668,23484933,23488285,False,0.0,8096,1,0.0,133483,1,0
chrX,AD2,Adrenal gland,2677,23548772,23554432,True,0.0,52388,1,64.2842,109830,1,0
chrX,AD2,Adrenal gland,2681,23578727,23585775,False,0.0,73854,1,64.2842,78487,1,0
chrX,AD2,Adrenal gland,2684,23605233,23616660,False,0.0,42969,1,64.2842,47602,1,0
chrX,AD2,Adrenal gland,2686,23625034,23633037,True,0.0,26592,1,64.2842,31225,1,0
chrX,AD2,Adrenal gland,2688,23649387,23656577,False,0.0,3052,1,64.2842,7685,1,0
chrX,AD2,Adrenal gland,2690,23661931,23665331,False,0.0,0,3,64.2842,0,1,0
chrX,AD2,Adrenal gland,2691,23665332,23670393,True,98.2170494029409,0,3,64.2842,0,1,0
chrX,AD2,Adrenal gland,2693,23673819,23679989,False,0.0,0,1,64.2842,0,1,0
chrX,AD2,Adrenal gland,2695,23685882,23694410,False,0.0,0,2,64.2842,0,1,0
chrX,AD2,Adrenal gland,2696,23694411,23700590,False,0.0,1985,1,15.8248,465,1,0
chrX,AD2,Adrenal gland,2697,23700591,23711468,False,0.0,8165,1,15.8248,0,1,0
chrX,AD2,Adrenal gland,2698,23711469,23724747,True,0.0,8049,1,15.8248,0,1,0
chrX,AD2,Adrenal gland,2699,23724748,23729433,False,0.0,3363,1,15.8248,0,1,0
chrX,AD2,Adrenal gland,2700,23729434,23736692,True,0.0,0,1,15.8248,0,1,0
chrX,AD2,Adrenal gland,2701,23736693,23789580,True,301.926485201633,0,19,223.742,0,4,6
chrX,AD2,Adrenal gland,2702,23789581,23800364,False,0.0,3372,1,223.742,3371,1,0
chrX,AD2,Adrenal gland,2704,23813990,23822105,True,3.63766849640522,15236,1,13.5525,11248,1,0
chrX,AD2,Adrenal gland,2705,23822106,23831091,False,3.63766849640522,6250,1,13.5525,2262,1,0
chrX,AD2,Adrenal gland,2707,23838571,23842239,False,3.63766849640522,1225,1,13.5525,0,1,0
chrX,AD2,Adrenal gland,2717,23892147,23898771,False,0.0,8111,1,13.5525,0,1,0
chrX,AD2,Adrenal gland,2718,23898772,23902855,False,0.0,4858,1,13.5525,0,1,0
chrX,AD2,Adrenal gland,2719,23902856,23909801,True,14.5506739856209,0,4,13.5525,0,1,0
chrX,AD2,Adrenal gland,2720,23909802,23913410,True,10.9130054892157,1847,1,0.20722,0,1,0
chrX,AD2,Adrenal gland,2726,23938437,23941700,False,0.0,11558,1,0.20722,0,1,0
chrX,AD2,Adrenal gland,2733,23993091,23998477,True,0.0,3323,1,8.92672,0,1,0
chrX,AD2,Adrenal gland,2735,24005719,24013376,False,0.0,0,1,8.92672,0,1,0
chrX,AD2,Adrenal gland,2737,24017720,24023398,False,32.739016467647,1883,1,8.92672,0,1,0
chrX,AD2,Adrenal gland,2738,24023399,24035200,True,32.739016467647,0,3,8.92672,0,1,2
chrX,AD2,Adrenal gland,2739,24035201,24044118,False,3.63766849640522,9512,1,8.92672,8015,1,0
chrX,AD2,Adrenal gland,2741,24049326,24059782,True,7.27533699281044,0,3,64.9018,0,1,1
chrX,AD2,Adrenal gland,2742,24059783,24068775,False,7.27533699281044,4813,1,64.9018,0,1,0
chrX,AD2,Adrenal gland,2743,24068776,24077016,False,0.0,0,2,64.9018,0,1,0
chrX,AD2,Adrenal gland,2745,24084631,24091101,False,0.0,7676,1,64.9018,5821,1,0
chrX,AD2,Adrenal gland,2751,24141615,24154101,True,10.9130054892157,0,8,5.82089,0,2,2
chrX,AD2,Adrenal gland,2755,24172345,24180799,False,0.0,9916,1,5.82089,0,1,0
chrX,AD2,Adrenal gland,2760,24202322,24213674,False,0.0,23,1,5.82089,0,1,0
chrX,AD2,Adrenal gland,2762,24225040,24233176,False,0.0,11339,1,5.82089,8785,1,0
chrX,AD2,Adrenal gland,2763,24233177,24239511,False,0.0,19476,1,5.82089,16922,1,0
chrX,AD2,Adrenal gland,2764,24239512,24244003,False,0.0,25811,1,5.82089,23257,1,0
chrX,AD2,Adrenal gland,2765,24244004,24251083,True,0.0,30303,1,5.82089,27749,1,0
chrX,AD2,Adrenal gland,2767,24254909,24262381,False,0.0,35033,1,5.82089,38654,1,0
chrX,AD2,Adrenal gland,2768,24262382,24267564,False,0.0,29850,1,0.0,40646,1,0
chrX,AD2,Adrenal gland,2771,24275328,24283008,False,0.0,14406,1,0.0,25202,1,0
chrX,AD2,Adrenal gland,2772,24283009,24290561,False,0.0,6853,1,0.0,17649,1,0
chrX,AD2,Adrenal gland,2773,24290562,24296838,False,0.0,576,1,0.0,11372,1,0
