DS,What,chr,GO,NS,enrichment,name,ratio_in_study,ratio_in_pop,p_uncorrected,depth,study_count,p_fdr_bh,study_items
Tissue Hi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr11,GO:0032991,CC,e,protein-containing complex    ,159/710,213/1153,1.14E-05,1,159,0.00359,"ABCC8, ALX4, ANAPC15, ANO1, AP2A2, AP5B1, APOA1, APOA4, APOA5, APOC3, ARCN1, ARNTL, ARRB1, ASCL3, ATG13, ATP5L, BBS1, BEST1, BET1L, BUD13, C1QTNF5, CASP1, CATSPER1, CBL, CCND1, CD3D, CD3E, CD3G, CDCA5, CELF1, CKAP5, CLCF1, CLP1, CNIH2, CPSF7, CTR9, DDB1, DDB2, DDX6, DEAF1, DIXDC1, EEF1G, ETS1, FADD, FAM160A2, FAU, FOXR1, FTH1, FXYD2, GANAB, GNG3, GRIA4, GRIK4, GSTP1, HBE1, HBG1, HBG2, HSPA8, IFT46, IGHMBP2, ILK, INCENP, INTS4, INTS5, IPO7, KAT5, KCNQ1, KLC2, KMT2A, LAMTOR1, LRP5, MED19, MEN1, MRPL23, MTA2, MYO7A, NDUFC2, NDUFS3, NDUFS8, NDUFV1, NOX4, NPAS4, NUP160, NUP98, NXF1, P4HA3, PAAF1, PAK1, PATL1, PDE3B, PDZD3, PHF21A, PICALM, PIK3C2A, PLCB3, POLA2, POLD3, POLR2G, POLR2L, POU2F3, PPP1CA, PPP2R5B, PRPF19, PSMA1, PSMC3, PSMD13, RAD9A, RBM14, RCOR2, RELA, RNASEH2C, RNH1, RPL27A, RPLP2, RPS25, RPS3, RRM1, RRP8, RSF1, SAA2, SAA4, SART1, SCN2B, SCN4B, SCYL1, SF1, SF3B2, SHANK2, SIPA1, SLC22A6, SORL1, SPCS2, SPTBN2, STIM1, STIP1, STX3, STX5, TAF10, TAF6L, TCIRG1, TIMM10, TIMM10B, TMEM216, TNNI2, TNNT3, TOLLIP, TRAPPC4, TRMT112, TSG101, TSPAN32, TUT1, UBE4A, UBXN1, USP28, USP47, UVRAG, VPS37C, VPS51, ZBTB16"
Tissue Hi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr11,GO:0043227,CC,e,membrane-bounded organelle    ,301/710,438/1153,0.000108,3,301,0.0253,"ACP2, AHNAK, AIP, ALKBH3, ALX4, AMBRA1, ANKRD13D, APBB1, APOA1, APOA4, APOC3, AQP11, ARAP1, ARCN1, ARFGAP2, ARHGAP1, ARL2, ARNTL, ARRB1, ASCL2, ASCL3, ASRGL1, ATL3, ATM, ATP5L, B3GAT3, B3GNT6, BACE1, BAD, BATF2, BCL9L, BET1L, BRMS1, BRSK2, BTBD10, C11orf30, C11orf49, CABP2, CASP4, CATSPER1, CBL, CCDC85B, CCND1, CCS, CDCA5, CDKN1C, CELF1, CEP164, CFL1, CHID1, CHRDL2, CLNS1A, CLPB, COA4, CPSF7, CPT1A, CREB3L1, CREBZF, CRY2, CTR9, CTSC, CTSD, CTSF, CYB561A3, DCPS, DDB1, DEAF1, DENND5A, DGAT2, DGKZ, DHCR7, DNAJC4, DPAGT1, DPF2, DPP3, DRAP1, DUSP8, EHD1, EIF1AD, ESRRA, ETS1, EXT2, FADS1, FAR1, FEN1, FGF3, FGF4, FIBP, FKBP2, FLI1, FNBP4, FOLH1, FOLR1, FOSL1, FOXR1, FTH1, FXYD2, GAL, GAL3ST3, GANAB, GRIK4, GSTP1, HARBI1, HINFP, HNRNPUL2, HNRNPUL2-BSCL2, HSPA8, HYOU1, IFT46, IGHMBP2, INPPL1, IPO7, IRF7, KAT5, KCNQ1, KMT2A, LAMTOR1, LDHA, LDHC, LGALS12, LIPT2, LMO1, LPXN, LRP5, MACROD1, MAP6, MAPK8IP1, MARK2, MED19, MEN1, METTL12, MOB2, MOGAT2, MRPL11, MRPL16, MRPL21, MRPL23, MRPL48, MRPL49, MRVI1, MTA2, MTCH2, MTL5, MYO7A, MYRF, NAP1L4, NARS2, NAV2, NDUFS3, NDUFS8, NDUFV1, NLRX1, NOX4, NPAS4, NR1H3, NUDT8, NUMA1, NUP98, NXF1, OMP, OVOL1, P4HA3, PACS1, PAK1, PARVA, PATL1, PC, PDE2A, PDE3B, PEX16, PGAP2, PHF21A, PHOX2A, PICALM, PIDD, PIK3C2A, PKNOX2, PKP3, PLA2G16, PLEKHA7, POLA2, POLD3, POLD4, POLR2G, POLR2L, POU2F3, PPP1CA, PPP6R3, PRDM10, PRDX5, PRKRIR, PRPF19, PRSS23, PSMA1, PSMC3, PTPMT1, PVRL1, RAB1B, RAB6A, RAD9A, RAPSN, RASSF7, RBM14, RBM4, RCOR2, RELA, RHOD, RNASEH2C, RNF169, RP11-286N22.8, RP11-399J13.3, RP11-849H4.2, RPS3, RPS6KA4, RPUSD4, RRP8, RSF1, RTN3, SAC3D1, SART1, SCGB1A1, SCYL1, SDHAF2, SERGEF, SERPINH1, SF1, SF3B2, SIAE, SIPA1, SIRT3, SLC25A22, SLC25A45, SLC37A4, SLC39A13, SLC3A2, SMPD1, SORL1, SOX6, SPDYC, SPI1, SSH3, ST3GAL4, STIM1, STIP1, STK33, STX3, STX5, SWAP70, SYT13, SYT7, SYT8, SYT9, SYVN1, TAF10, TAF6L, TALDO1, TBX10, TCIRG1, TEAD1, TENM4, TH, THRSP, THY1, TIGD3, TIMM10, TIRAP, TM7SF2, TMEM109, TMEM135, TMEM138, TMEM216, TMEM223, TNNI2, TPCN2, TRAPPC4, TRIM22, TRIM5, TSG101, TUB, UBXN1, UCP2, UCP3, UNC93B1, USP2, USP28, UVRAG, VPS11, VPS37C, VPS51, WDR74, WEE1, XRRA1, YIF1A, ZBTB16, ZBTB3, ZFPL1, ZNF195, ZNF215, ZNF259, ZNF408, ZP1"
Tissue Hi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr11,GO:0043231,CC,e,intracellular membrane-bounded organelle,297/710,433/1153,0.000173,4,297,0.0367,"ACP2, AHNAK, AIP, ALKBH3, ALX4, AMBRA1, ANKRD13D, APBB1, APOA1, APOA4, APOC3, AQP11, ARAP1, ARCN1, ARFGAP2, ARHGAP1, ARL2, ARNTL, ARRB1, ASCL2, ASCL3, ASRGL1, ATL3, ATM, ATP5L, B3GAT3, B3GNT6, BACE1, BAD, BATF2, BCL9L, BET1L, BRMS1, BRSK2, BTBD10, C11orf30, C11orf49, CABP2, CASP4, CBL, CCDC85B, CCND1, CCS, CDCA5, CDKN1C, CELF1, CEP164, CFL1, CHID1, CHRDL2, CLNS1A, CLPB, COA4, CPSF7, CPT1A, CREB3L1, CREBZF, CRY2, CTR9, CTSC, CTSD, CTSF, CYB561A3, DCPS, DDB1, DEAF1, DENND5A, DGAT2, DGKZ, DHCR7, DNAJC4, DPAGT1, DPF2, DPP3, DRAP1, DUSP8, EHD1, EIF1AD, ESRRA, ETS1, EXT2, FADS1, FAR1, FEN1, FGF3, FGF4, FIBP, FKBP2, FLI1, FNBP4, FOLH1, FOLR1, FOSL1, FOXR1, FTH1, FXYD2, GAL, GAL3ST3, GANAB, GRIK4, GSTP1, HARBI1, HINFP, HNRNPUL2, HNRNPUL2-BSCL2, HSPA8, HYOU1, IFT46, IGHMBP2, INPPL1, IPO7, IRF7, KAT5, KCNQ1, KMT2A, LAMTOR1, LDHA, LGALS12, LIPT2, LMO1, LPXN, LRP5, MACROD1, MAP6, MAPK8IP1, MARK2, MED19, MEN1, METTL12, MOB2, MOGAT2, MRPL11, MRPL16, MRPL21, MRPL23, MRPL48, MRPL49, MRVI1, MTA2, MTCH2, MTL5, MYO7A, MYRF, NAP1L4, NARS2, NAV2, NDUFS3, NDUFS8, NDUFV1, NLRX1, NOX4, NPAS4, NR1H3, NUDT8, NUMA1, NUP98, NXF1, OMP, OVOL1, P4HA3, PACS1, PAK1, PARVA, PATL1, PC, PDE2A, PDE3B, PEX16, PGAP2, PHF21A, PHOX2A, PICALM, PIDD, PIK3C2A, PKNOX2, PKP3, PLA2G16, PLEKHA7, POLA2, POLD3, POLD4, POLR2G, POLR2L, POU2F3, PPP1CA, PPP6R3, PRDM10, PRDX5, PRKRIR, PRPF19, PRSS23, PSMA1, PSMC3, PTPMT1, PVRL1, RAB1B, RAB6A, RAD9A, RAPSN, RASSF7, RBM14, RBM4, RCOR2, RELA, RHOD, RNASEH2C, RNF169, RP11-286N22.8, RP11-399J13.3, RP11-849H4.2, RPS3, RPS6KA4, RPUSD4, RRP8, RSF1, RTN3, SAC3D1, SART1, SCGB1A1, SCYL1, SDHAF2, SERGEF, SERPINH1, SF1, SF3B2, SIAE, SIPA1, SIRT3, SLC25A22, SLC25A45, SLC37A4, SLC39A13, SLC3A2, SMPD1, SORL1, SOX6, SPDYC, SPI1, SSH3, ST3GAL4, STIM1, STIP1, STK33, STX3, STX5, SWAP70, SYT13, SYT7, SYT8, SYT9, SYVN1, TAF10, TAF6L, TALDO1, TBX10, TCIRG1, TEAD1, TENM4, TH, THRSP, THY1, TIGD3, TIMM10, TIRAP, TM7SF2, TMEM109, TMEM135, TMEM223, TNNI2, TPCN2, TRAPPC4, TRIM22, TRIM5, TSG101, TUB, UBXN1, UCP2, UCP3, UNC93B1, USP2, USP28, UVRAG, VPS11, VPS37C, VPS51, WDR74, WEE1, XRRA1, YIF1A, ZBTB16, ZBTB3, ZFPL1, ZNF195, ZNF215, ZNF259, ZNF408, ZP1"
Tissue Hi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr11,GO:0005515,MF,e,protein binding               ,432/710,606/1153,1.07E-12,2,432,1.00E-09,"ABCC8, ABCG4, ACY3, ADM, ADRBK1, AHNAK, AIP, ALKBH3, ALX4, AMBRA1, AMICA1, ANKRD13D, ANO1, AP000769.1, AP001888.1, AP2A2, AP5B1, APBB1, APOA1, APOA4, APOA5, APOC3, ARAP1, ARCN1, ARFIP2, ARHGAP1, ARHGAP32, ARHGEF12, ARHGEF17, ARL2, ARNTL, ARRB1, ASCL2, ASCL3, ATG13, ATG16L2, ATG2A, ATL3, ATM, BACE1, BAD, BANF1, BATF2, BBS1, BCL9L, BET1L, BRMS1, BRSK2, BTBD10, BUD13, C1QTNF4, C1QTNF5, C2CD2L, C2CD3, CAPN1, CAPN5, CARD16, CARD17, CARS, CASP1, CASP12, CASP4, CATSPER1, CBL, CCDC85B, CCDC87, CCND1, CCS, CD151, CD248, CD3D, CD3E, CD3G, CD5, CD6, CD81, CD82, CDC42BPG, CDC42EP2, CDCA5, CDKN1C, CDON, CELF1, CEP164, CFL1, CHKA, CHRDL2, CHRNA10, CKAP5, CLCF1, CLNS1A, CLPB, CNIH2, CNTN5, CORO1B, CPSF7, CPT1A, CREBZF, CRTAM, CRY2, CTR9, CTSC, CTSD, CTTN, DCPS, DDB1, DDB2, DDX6, DEAF1, DENND5A, DGAT2, DGKZ, DIXDC1, DLG2, DNAJB13, DNAJC4, DPF2, DPP3, DRAP1, DRD4, DSCAML1, DTX4, EEF1G, EFCAB4A, EFEMP2, EHBP1L1, EHD1, EML3, EPS8L2, ESRRA, ETS1, EXT2, F2, FADD, FAM160A2, FAM89B, FAU, FCHSD2, FEN1, FERMT3, FEZ1, FGF19, FGF3, FGF4, FIBP, FKBP2, FLRT1, FNBP4, FOSL1, FOXR1, FTH1, FXYD2, GAB2, GAL, GANAB, GAS2, GPHA2, GRIA4, GRIK4, GRM5, GSTP1, HBE1, HINFP, HNRNPUL2, HNRNPUL2-BSCL2, HSD17B12, HSPA8, IFITM1, IFITM3, IFT46, IGF2, IGHMBP2, IL10RA, IL18BP, ILK, INCENP, INPPL1, INS, INS-IGF2, INSC, INTS4, INTS5, IPO7, IRF7, KAT5, KBTBD4, KCNQ1, KCTD14, KCTD21, KDM2A, KLC2, KLHL35, KMT2A, KRTAP5-9, LAMTOR1, LDHA, LIPT2, LMO1, LPXN, LRFN4, LRP4, LRP5, LRRC10B, LRRC32, LRRN4CL, LSP1, LTBP3, MACROD1, MADD, MAP3K11, MAP4K2, MAP6, MAPK8IP1, MARK2, MCAM, MDK, MED19, MEN1, MFRP, MICAL2, MICALCL, MPZL2, MPZL3, MRPL11, MRPL48, MRPL49, MRVI1, MS4A10, MTA2, MUC2, MUC5B, MUS81, MYBPC3, MYO7A, NAP1L4, NAV2, NDUFS3, NELL1, NLRX1, NOX4, NPAS4, NR1H3, NRXN2, NUMA1, NUP160, NUP98, NXF1, OTOG, OTUB1, PAAF1, PACS1, PACSIN3, PAFAH1B2, PAK1, PARVA, PATL1, PDE2A, PDE3B, PDZD3, PEX16, PGAP2, PHF21A, PHLDB1, PHRF1, PICALM, PIDD, PIK3C2A, PKNOX2, PKP3, PLA2G16, PLCB3, PLEKHA7, PLEKHB1, PNPLA2, POLA2, POLD3, POLD4, POU2F3, PPFIA1, PPFIBP2, PPME1, PPP1CA, PPP1R32, PPP2R5B, PPP6R3, PRDM11, PRDX5, PRKRIR, PRPF19, PSMA1, PSMC3, PSMD13, PTH, PTPRJ, PVRL1, RAB1B, RAB3IL1, RAB6A, RAD9A, RAPSN, RBM14, RBM4, RBM4B, RCOR2, RDX, RELA, RHOG, RIC8A, RIN1, RNF121, RNF141, RNF169, RNF214, RNF26, RNH1, RPL27A, RPS3, RPS6KA4, RPUSD4, RRM1, RRP8, RSF1, RTN3, SAC3D1, SART1, SBF2, SCGB1A1, SCN2B, SCN4B, SCT, SCUBE2, SCYL1, SDHAF2, SERGEF, SERPINH1, SF3B2, SHANK2, SIGIRR, SIK3, SIPA1, SIRT3, SLC22A11, SLC22A12, SLC22A18, SLC22A6, SLC22A8, SLC39A13, SLC3A2, SMPD1, SORL1, SOX6, SPDYC, SPI1, SPTBN2, SSH3, SSSCA1, ST14, ST3GAL4, STARD10, STIM1, STIP1, STK33, STX3, STX5, SUV420H1, SWAP70, SYT12, SYT13, SYT7, SYT8, SYT9, SYVN1, TAF10, TAF6L, TBCEL, TEAD1, TECTA, TENM4, TH, THRSP, THY1, TIMM10, TIRAP, TMEM109, TMEM25, TMPRSS13, TMPRSS4, TNNI2, TNNT3, TOLLIP, TPCN2, TRAPPC4, TRIM22, TRIM29, TRIM34, TRIM49, TRIM49B, TRIM49C, TRIM5, TRIM6-TRIM34, TRIM64B, TRMT112, TSG101, TSKU, TSPAN4, TTC12, TTC36, TTC9C, TUB, TUT1, UBE4A, UBXN1, USP2, USP28, USP47, UVRAG, VEGFB, VPS11, VPS51, VWCE, WDR74, WEE1, WNT11, XRRA1, YIF1A, ZBTB16, ZBTB3, ZDHHC5, ZFPL1, ZNF143, ZNF259, ZNF408"
Tissue Hi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr11,GO:0005488,MF,e,binding                       ,513/710,747/1153,2.43E-11,1,513,2.00E-08,"ABCC8, ABCG4, ACCSL, ACY3, ADM, ADRBK1, AGBL2, AHNAK, AIP, ALKBH3, ALX4, AMBRA1, AMICA1, AMPD3, ANKRD13D, ANO1, AP000769.1, AP001888.1, AP2A2, AP5B1, APBB1, APOA1, APOA4, APOA5, APOC3, ARAP1, ARCN1, ARFGAP2, ARFIP2, ARHGAP1, ARHGAP32, ARHGEF12, ARHGEF17, ARL2, ARNTL, ARRB1, ASCL2, ASCL3, ATG13, ATG16L2, ATG2A, ATL3, ATM, B3GAT3, BACE1, BAD, BANF1, BATF2, BBS1, BCL9L, BET1L, BRMS1, BRSK2, BTBD10, BUD13, C1QTNF4, C1QTNF5, C2CD2L, C2CD3, CABP2, CABP4, CAPN1, CAPN5, CARD16, CARD17, CARNS1, CARS, CASP1, CASP12, CASP4, CATSPER1, CBL, CCDC85B, CCDC87, CCND1, CCS, CD151, CD248, CD3D, CD3E, CD3G, CD5, CD6, CD81, CD82, CDC42BPG, CDC42EP2, CDCA5, CDHR5, CDKN1C, CDON, CELF1, CEP164, CFL1, CHKA, CHRDL2, CHRNA10, CKAP5, CLCF1, CLNS1A, CLP1, CLPB, CNGA4, CNIH2, CNTN5, CORO1B, CPSF7, CPT1A, CREB3L1, CREBZF, CRTAM, CRY2, CTR9, CTSC, CTSD, CTTN, CYB561A3, DAGLA, DAK, DCPS, DDB1, DDB2, DDX6, DEAF1, DENND5A, DGAT2, DGKZ, DIXDC1, DLG2, DNAJB13, DNAJC4, DPF2, DPP3, DRAP1, DRD4, DSCAML1, DTX4, EEF1G, EFCAB4A, EFEMP2, EHBP1L1, EHD1, EIF1AD, EML3, EPS8L2, ESRRA, ETS1, EXT2, F2, FADD, FADS1, FADS2, FADS3, FAM160A2, FAM89B, FAU, FCHSD2, FEN1, FERMT3, FEZ1, FGF19, FGF3, FGF4, FIBP, FKBP2, FLI1, FLRT1, FNBP4, FOLH1, FOLR1, FOLR3, FOSL1, FOXR1, FTH1, FXYD2, GAB2, GAL, GAL3ST3, GANAB, GAS2, GDPD4, GPHA2, GRIA4, GRIK4, GRM5, GSTP1, HARBI1, HBE1, HBG1, HBG2, HINFP, HNRNPUL2, HNRNPUL2-BSCL2, HSD17B12, HSPA8, HYOU1, IFITM1, IFITM3, IFT46, IGF2, IGHMBP2, IL10RA, IL18BP, ILK, INCENP, INPPL1, INS, INS-IGF2, INSC, INTS4, INTS5, IPO7, IRF7, KAT5, KBTBD4, KCNQ1, KCTD14, KCTD21, KDM2A, KLC2, KLHL35, KMT2A, KRTAP5-9, LAMTOR1, LDHA, LGALS12, LIPT2, LMO1, LPXN, LRFN4, LRP4, LRP5, LRRC10B, LRRC32, LRRN4CL, LSP1, LTBP3, LYVE1, MACROD1, MADD, MAP3K11, MAP4K2, MAP6, MAPK8IP1, MARK2, MCAM, MDK, MED19, MEN1, MFRP, MICAL2, MICALCL, MIR3654, MMP26, MOB2, MPZL2, MPZL3, MRPL11, MRPL16, MRPL21, MRPL23, MRPL48, MRPL49, MRVI1, MS4A10, MTA2, MTL5, MUC2, MUC5B, MUS81, MYBPC3, MYO7A, MYRF, NAALADL1, NADSYN1, NAP1L4, NARS2, NAV2, NDUFS3, NDUFS8, NDUFV1, NELL1, NLRX1, NOX4, NPAS4, NR1H3, NRXN2, NUDT8, NUMA1, NUP160, NUP98, NXF1, OSBP, OSBPL5, OTOG, OTUB1, OVOL1, P4HA3, PAAF1, PACS1, PACSIN3, PAFAH1B2, PAK1, PARVA, PATL1, PC, PDE2A, PDE3B, PDZD3, PEX16, PGAP2, PHF21A, PHLDB1, PHOX2A, PHRF1, PICALM, PIDD, PIK3C2A, PITPNM1, PKNOX2, PKP3, PLA2G16, PLCB3, PLEKHA7, PLEKHB1, PNPLA2, POLA2, POLD3, POLD4, POLR2G, POLR2L, POU2F3, PPFIA1, PPFIBP2, PPME1, PPP1CA, PPP1R32, PPP2R5B, PPP6R3, PRDM10, PRDM11, PRDX5, PRKRIR, PRPF19, PSMA1, PSMC3, PSMD13, PTH, PTPRJ, PVRL1, PYGM, RAB1B, RAB3IL1, RAB6A, RAD9A, RAPSN, RASGRP2, RASSF7, RBM14, RBM14-RBM4, RBM4, RBM4B, RCOR2, RDX, RELA, RHOD, RHOG, RIC8A, RIN1, RNF121, RNF141, RNF169, RNF214, RNF26, RNH1, RP11-111M22.2, RP11-399J13.3, RP11-849H4.2, RPL27A, RPLP2, RPS25, RPS3, RPS6KA4, RPS6KB2, RPUSD4, RRM1, RRP8, RSF1, RTN3, SAC3D1, SART1, SBF2, SCGB1A1, SCGB2A1, SCGB2A2, SCN2B, SCN4B, SCT, SCUBE2, SCYL1, SDHAF2, SERGEF, SERPINH1, SF1, SF3B2, SHANK2, SIGIRR, SIK3, SIPA1, SIRT3, SLC22A11, SLC22A12, SLC22A18, SLC22A6, SLC22A8, SLC39A13, SLC3A2, SMPD1, SNX15, SNX32, SORL1, SOX6, SPDYC, SPI1, SPTBN2, SSH3, SSSCA1, ST14, ST3GAL4, STARD10, STIM1, STIP1, STK33, STX3, STX5, SUV420H1, SWAP70, SYT12, SYT13, SYT7, SYT8, SYT9, SYVN1, TAF10, TAF6L, TALDO1, TBCEL, TBX10, TEAD1, TECTA, TENM4, TH, THRSP, THY1, TIGD3, TIMM10, TIMM10B, TIRAP, TMEM109, TMEM25, TMPRSS13, TMPRSS4, TNNI2, TNNT3, TOLLIP, TPCN2, TRAPPC4, TRIM22, TRIM29, TRIM34, TRIM49, TRIM49B, TRIM49C, TRIM5, TRIM6-TRIM34, TRIM64B, TRMT112, TSG101, TSKU, TSPAN4, TTC12, TTC36, TTC9C, TUB, TUT1, UBE4A, UBXN1, USP2, USP28, USP35, USP47, UVRAG, VEGFB, VPS11, VPS51, VWCE, WDR74, WEE1, WNT11, XRRA1, YIF1A, ZBED5, ZBTB16, ZBTB3, ZDHHC24, ZDHHC5, ZFPL1, ZNF143, ZNF195, ZNF215, ZNF259, ZNF408, ZNHIT2"
Tissue Hi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr11,GO:0098772,MF,e,molecular function regulator activity,76/710,95/1153,9.72E-05,1,76,0.0242,"ADM, AP001888.1, APOA1, APOA4, APOA5, APOC3, ARAP1, ARFGAP2, ARHGAP1, ARHGAP32, ARHGEF12, ARHGEF17, ARL2, ARRB1, BAD, C1QTNF4, CARD16, CARD17, CASP1, CCND1, CDC42BPG, CDC42EP2, CDKN1C, CLCF1, CST6, CTSC, DENND5A, DGKZ, DRD4, F2, FGF19, FGF3, FGF4, GAL, GPHA2, GSTP1, IGF2, IL18BP, INS, INS-IGF2, IPO7, KCNE3, LAMTOR1, MADD, MAP4K2, MAPK8IP1, MDK, MUC2, MYBPC3, NRXN2, PACSIN3, PDZD3, PPME1, PPP1R14B, PPP2R5B, PRDX5, PTH, RAB3IL1, RASGRP2, RIC8A, RIN1, RNH1, SBF2, SCGB1A1, SCN2B, SCN4B, SCT, SERGEF, SERPINH1, SIPA1, ST5, STIM1, TBC1D10C, THY1, VEGFB, WNT11"
Tissue Hi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr11,GO:0140678,MF,e,molecular function inhibitor activity,31/710,34/1153,0.000124,2,31,0.0273,"APOA1, APOC3, ARHGEF12, ARHGEF17, ARL2, ARRB1, CARD16, CARD17, CDKN1C, CST6, DENND5A, DGKZ, IL18BP, LAMTOR1, MADD, MAPK8IP1, MUC2, PACSIN3, PDZD3, PPME1, PPP1R14B, PRDX5, RAB3IL1, RASGRP2, RIC8A, RNH1, SBF2, SCGB1A1, SERGEF, SERPINH1, ST5"
Tissue Hi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr11,GO:0030234,MF,e,enzyme regulator activity     ,51/710,61/1153,0.000206,2,51,0.0425,"APOA1, APOA4, APOA5, APOC3, ARAP1, ARFGAP2, ARHGAP1, ARHGAP32, ARHGEF12, ARHGEF17, ARL2, ARRB1, BAD, CARD16, CARD17, CASP1, CCND1, CDC42BPG, CDC42EP2, CDKN1C, CST6, CTSC, DENND5A, DGKZ, GSTP1, IGF2, IPO7, LAMTOR1, MADD, MAP4K2, MAPK8IP1, MUC2, PDZD3, PPME1, PPP1R14B, PPP2R5B, PRDX5, RAB3IL1, RASGRP2, RIC8A, RIN1, RNH1, SBF2, SCGB1A1, SERGEF, SERPINH1, SIPA1, ST5, TBC1D10C, THY1, WNT11"
Tissue Hi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr19,GO:0016043,BP,e,cellular component organization,145/855,179/1304,1.71E-06,3,145,0.000194,"AC005779.2, ACTN4, AKAP8, AKT1S1, AKT2, ANGPTL4, AP1M1, AP2A1, AP2S1, AP3D1, APOC2, APOC4-APOC2, APOE, ARHGAP35, ARHGEF18, ASF1B, ATCAY, ATP8B3, B9D2, BAX, BBC3, BLOC1S3, BRD4, CACNA1A, CALR, CAMSAP3, CCDC105, CCDC114, CEP89, CHAF1A, CIRBP, CLPP, CNN1, CNN2, COL5A3, COLGALT1, COMP, COPE, CRB3, CRTC1, CYTH2, DAPK3, DHPS, DMPK, DNAAF3, DNMT1, EFNA2, EHD2, EIF3G, ELANE, ERCC1, ERCC2, FCHO1, FOXA3, FUZ, GEMIN7, GPX4, GSK3A, HAUS8, HMG20B, HOOK2, HPN, ICAM1, INSR, IZUMO1, KCNA7, KCNC3, KDM4B, KLF1, KLK2, KLK8, KPTN, LIG1, LONP1, LSM14A, LTBP4, MAP1S, MAP2K2, MARK4, MAST1, MBD3, MUM1, MYH14, MYO9B, NACC1, NAPA, NCAN, NDUFA13, NDUFS7, NLRP5, NRTN, NUMBL, NUP62, OPA3, PAK4, PALM, PEX11G, PIH1D1, PIP5K1C, POLD1, PPP5C, PRKCSH, PRMT1, PRPF31, PSPN, PTPRS, PVR, PVRL2, RAB3A, RAB8A, RPL13A, RPL18, RPL18A, RPL28, RPS15, RPS28, RPS9, RPSAP58, RRAS, RUVBL2, SAFB, SF3A2, SHANK1, SHKBP1, SIRT2, SLC7A9, SMARCA4, SNRPD2, SPTBN4, STK11, STX10, SUPT5H, SYCE2, TDRD12, TGFB1, THEG, TIMM50, TPGS1, TRIP10, TSSK6, TUBB4A, TYROBP, UBA52, UNC13A, VASP"
Tissue Hi-C,Cycles C3 w/ 1+ tissue vs Links w/ 1+ tissue,chr19,GO:1901564,BP,e,organonitrogen compound metabolic process,177/855,224/1304,2.12E-06,3,177,0.000236,"AC006486.9, AC011530.4, ACER1, ACP5, ADAMTS10, AKT2, APOC2, APOC4-APOC2, APOE, ATG4D, ATP5D, AXL, AZU1, B3GNT3, B3GNT8, BAX, BCAT2, BCKDHA, BLVRB, BRD4, C19orf10, C19orf68, CACNA1A, CALR, CAPN12, CARM1, CASP14, CD320, CDC34, CERS1, CERS4, CFD, CGB, CGB5, CGB8, CHST8, CKM, CLPP, CPT1C, CSNK1G2, CTC-360G5.8, DAPK3, DCAF15, DHPS, DMPK, DOT1L, DPP9, EEF2, EIF3G, ELANE, ERCC2, ETHE1, FARSA, FBXL12, FBXO17, FBXO27, FKBP8, FKRP, FUT1, FUT3, FUT5, FUT6, FZR1, GAMT, GCDH, GMFG, GPI, GPX4, GSK3A, GZMM, HIPK4, HPN, IL12RB1, ILF3, INSR, JAK3, KEAP1, KLK13, KLK15, KLK2, KLK8, KLK9, LDLR, LHB, LMTK3, LONP1, MAN2B1, MAP2K2, MAP3K10, MAP4K1, MARCH2, MARK4, MAST1, MAST3, MATK, MBD3, MKNK2, MPND, MRI1, MRPL34, MRPL4, MRPS12, NCAN, NCCRP1, NCLN, NMRK2, NOTCH3, NUMBL, OAZ1, PAK4, PCSK4, PDE4A, PDE4C, PEPD, PGLS, PGPEP1, PIAS4, PKN1, PLA2G4C, PLAUR, PLK5, PNPLA6, PPAP2C, PPP5C, PRKACA, PRKCG, PRKCSH, PRKD2, PRMT1, PRODH2, PRSS57, PRTN3, PTPRS, QPCTL, QTRT1, RAB3D, RAD23A, RP11-618P17.4, RPL13A, RPL18, RPL18A, RPL28, RPS15, RPS28, RPS9, RPSAP58, RUVBL2, SAE1, SARS2, SIRT2, SLC27A1, SLC44A2, SLC5A5, SLC7A9, SMARCA4, SPHK2, STK11, SULT2A1, SULT2B1, SUV420H2, TCF3, TECR, TGFB1, THOP1, TIMM13, TIMM44, TIMM50, TMPRSS9, TOMM40, TPGS1, TSSK6, TUBB4A, TYK2, UBA2, UBA52, UNC13A, WDR87"
