DS,What,chr,GO,NS,enrichment,name,ratio_in_study,ratio_in_pop,p_uncorrected,depth,study_count,p_fdr_bh,study_items
Tissue pcHi-C,Cycles C3 w/ 2+ tissue vs Links w/ 2+ tissue,chr14,GO:0065007,BP,e,biological regulation         ,281/582,295/672,1.31e-09,1,281,4.49e-07,"ACIN1, ACTN1, ADCY4, AHSA1, AJUBA, AKAP5, AKAP6, AKT1, ALKBH1, ANG, APEX1, APOPT1, AREL1, ARF6, ARHGAP5, ARHGEF40, ARID4A, ASB2, ATG14, ATP6V1D, ATXN3, BAG5, BATF, BAZ1A, BCL11B, BCL2L2, BCL2L2-PABPN1, BDKRB1, BDKRB2, BRF1, BRMS1L, BTBD7, C14orf166, C14orf39, CALM1, CCDC88C, CCNK, CDC42BPB, CEBPE, CGRRF1, CHD8, CHGA, CHURC1, CHURC1-FNTB, CIDEB, CLMN, CMA1, CNIH1, COCH, CRIP1, CRIP2, CTAGE5, DACT1, DAD1, DHRS2, DICER1, DIO2, DIO3, DLGAP5, DLK1, DPF3, EAPP, EFS, EGLN3, EIF2B2, EIF2S1, EIF5, ELMSAN1, ENTPD5, ERO1L, ESR2, ESRRB, EVL, FBLN5, FERMT2, FITM1, FNTB, FOS, FOXA1, FOXG1, FOXN3, FRMD6, FUT8, G2E3, GCH1, GLRX5, GMFB, GNG2, GPR132, GPR135, GPR65, GPR68, GPX2, GSC, GTF2A1, GZMB, HIF1A, HNRNPC, HOMEZ, HSP90AA1, HSPA2, IFI27, IL25, INF2, INSM2, IRF9, ITPK1, JAG2, JDP2, JPH4, KCNK10, KIAA0586, KIF26A, KLC1, LGMN, LTB4R, LTB4R2, LTBP2, MAP3K9, MAP4K5, MAX, MBIP, MIA2, MMP14, MNAT1, MOAP1, MOK, MTA1, MYH6, MYH7, NDRG2, NEDD8, NEDD8-MDP1, NFATC4, NFKBIA, NGDN, NKX2-1, NKX2-8, NPC2, NRL, NRXN3, NUMB, OR10G2, OR10G3, OR11G2, OR11H6, OR4E2, OR4K1, OR4K15, OR4K17, OR4K2, OR4K5, OR4L1, OR4M1, OR4N2, OR4N5, OR4Q3, OR5AU1, OR6J1, OR6S1, OTX2, OXA1L, PABPN1, PARP2, PAX9, PCK2, PELI2, PGF, PLEK2, PLEKHG3, PNN, PNP, PPM1A, PPP1R13B, PPP1R36, PPP2R3C, PPP2R5C, PPP2R5E, PPP4R4, PRIMA1, PRKCH, PRKD1, PRMT5, PROX2, PSEN1, PSMA3, PSMA6, PSMB11, PSMB5, PSMC1, PSMC6, PSME1, PSME2, PTGDR, PTGER2, PYGL, RAB15, RAB2B, RAD51B, RALGAPA1, RBM25, RCOR1, RDH11, RDH12, REM2, RGS6, RIN3, RIPK3, RNASE10, RNF31, RPS29, RPS6KA5, RTN1, SALL2, SAMD4A, SAV1, SCFD1, SEL1L, SERPINA1, SERPINA10, SERPINA11, SERPINA12, SERPINA3, SERPINA4, SERPINA5, SERPINA6, SERPINA9, SETD3, SIPA1L1, SIVA1, SIX1, SIX4, SIX6, SLC24A4, SLC7A7, SLC7A8, SLC8A3, SLIRP, SMEK1, SMOC1, SNAPC1, SNW1, SNX6, SOCS4, SOS2, SPTB, SRSF5, SSTR1, STON2, STRN3, SUPT16H, SYNE2, SYNE3, SYNJ2BP, TBPL2, TDRD9, TGFB3, TINF2, TMEM30B, TMX1, TRAF3, TRIM9, TSHR, TSSK4, TTC5, TTC8, TXNDC16, VASH1, VIPAS39, VSX2, WARS, WDHD1, YLPM1, YY1, ZBTB1, ZBTB42, ZFHX2, ZFP36L1, ZFYVE1, ZNF219, ZNF410"
Tissue pcHi-C,Cycles C3 w/ 2+ tissue vs Links w/ 2+ tissue,chr14,GO:0050789,BP,e,regulation of biological process,265/582,278/672,7.59e-09,2,265,2.42e-06,"ACIN1, ACTN1, ADCY4, AJUBA, AKAP5, AKAP6, AKT1, ALKBH1, ANG, APEX1, APOPT1, AREL1, ARF6, ARHGAP5, ARHGEF40, ARID4A, ASB2, ATG14, ATP6V1D, ATXN3, BAG5, BATF, BAZ1A, BCL11B, BCL2L2, BCL2L2-PABPN1, BDKRB1, BDKRB2, BRF1, BRMS1L, BTBD7, C14orf166, C14orf39, CALM1, CCDC88C, CCNK, CDC42BPB, CEBPE, CGRRF1, CHD8, CHURC1, CHURC1-FNTB, CIDEB, CLMN, CMA1, CNIH1, COCH, CRIP1, CRIP2, DACT1, DAD1, DHRS2, DICER1, DIO2, DIO3, DLGAP5, DLK1, DPF3, EAPP, EFS, EGLN3, EIF2B2, EIF2S1, EIF5, ELMSAN1, ENTPD5, ERO1L, ESR2, ESRRB, EVL, FBLN5, FERMT2, FITM1, FNTB, FOS, FOXA1, FOXG1, FOXN3, FRMD6, FUT8, G2E3, GMFB, GNG2, GPR132, GPR135, GPR65, GPR68, GPX2, GSC, GTF2A1, GZMB, HIF1A, HNRNPC, HOMEZ, HSP90AA1, HSPA2, IFI27, IL25, INF2, INSM2, IRF9, ITPK1, JAG2, JDP2, JPH4, KCNK10, KIAA0586, KIF26A, LGMN, LTB4R, LTB4R2, LTBP2, MAP3K9, MAP4K5, MAX, MBIP, MMP14, MNAT1, MOAP1, MOK, MTA1, MYH6, MYH7, NDRG2, NEDD8, NEDD8-MDP1, NFATC4, NFKBIA, NGDN, NKX2-1, NKX2-8, NPC2, NRL, NRXN3, NUMB, OR10G2, OR10G3, OR11G2, OR11H6, OR4E2, OR4K1, OR4K15, OR4K17, OR4K2, OR4K5, OR4L1, OR4M1, OR4N2, OR4N5, OR4Q3, OR5AU1, OR6J1, OR6S1, OTX2, PABPN1, PARP2, PAX9, PCK2, PELI2, PGF, PLEK2, PLEKHG3, PNN, PNP, PPM1A, PPP1R13B, PPP1R36, PPP2R3C, PPP2R5C, PPP2R5E, PPP4R4, PRKCH, PRKD1, PRMT5, PROX2, PSEN1, PSMA3, PSMA6, PSMB11, PSMB5, PSMC1, PSMC6, PSME1, PSME2, PTGDR, PTGER2, RAB15, RAB2B, RALGAPA1, RBM25, RCOR1, RDH11, RDH12, REM2, RGS6, RIN3, RIPK3, RNASE10, RNF31, RPS29, RPS6KA5, RTN1, SALL2, SAMD4A, SAV1, SCFD1, SEL1L, SERPINA1, SERPINA10, SERPINA11, SERPINA12, SERPINA3, SERPINA4, SERPINA5, SERPINA6, SERPINA9, SETD3, SIPA1L1, SIVA1, SIX1, SIX4, SIX6, SLIRP, SMEK1, SMOC1, SNAPC1, SNW1, SNX6, SOCS4, SOS2, SPTB, SRSF5, SSTR1, STON2, STRN3, SUPT16H, SYNE2, SYNE3, SYNJ2BP, TBPL2, TDRD9, TGFB3, TINF2, TMEM30B, TMX1, TRAF3, TRIM9, TSHR, TSSK4, TTC5, TTC8, VASH1, VIPAS39, VSX2, WARS, WDHD1, YLPM1, YY1, ZBTB1, ZBTB42, ZFHX2, ZFP36L1, ZFYVE1, ZNF219, ZNF410"
Tissue pcHi-C,Cycles C3 w/ 2+ tissue vs Links w/ 2+ tissue,chr14,GO:0006807,BP,e,nitrogen compound metabolic process,230/582,240/672,2.72e-08,2,230,8.14e-06,"ABCD4, ABHD12B, ACIN1, ACOT1, ACOT2, ACOT4, ADAM20, ADAM21, ADCK1, ADCY4, ADSSL1, AJUBA, AK7, AKT1, ALDH6A1, ALKBH1, AMN, ANG, APEX1, AREL1, ARG2, ARID4A, ASB2, ASPG, ATP5S, ATXN3, BATF, BAZ1A, BCL11B, BRF1, BRMS1L, C14orf166, CALM1, CCNB1IP1, CCNK, CDC42BPB, CDKL1, CEBPE, CHD8, CHURC1, CHURC1-FNTB, CINP, CMA1, CPSF2, DAD1, DCAF11, DCAF4, DCAF5, DDX24, DEGS2, DICER1, DIO2, DIO3, DLST, DPF3, DTD2, EGLN3, EIF2B2, EIF2S1, EIF5, ELMSAN1, ENTPD5, ERH, ERO1L, ESR2, ESRRB, EXD2, EXOC5, FANCM, FBXO33, FCF1, FKBP3, FNTB, FOS, FOXG1, FOXN3, FUT8, G2E3, GALC, GALNT16, GCH1, GEMIN2, GMFB, GMPR2, GNPNAT1, GPHN, GSTZ1, GTF2A1, GZMB, GZMH, HECTD1, HIF1A, HNRNPC, HOMEZ, HSP90AA1, INSM2, IRF9, JAG2, JDP2, JKAMP, KIAA0391, L2HGDH, LGALS3, LGMN, LIN52, LRR1, MAP3K9, MAP4K5, MARK3, MAX, MBIP, METTL17, METTL3, MGAT2, MLH3, MMP14, MNAT1, MOK, MRPL52, MTHFD1, NEDD8, NEDD8-MDP1, NEK9, NFATC4, NKX2-8, NOXRED1, NRL, NYNRIN, OSGEP, OTUB2, PABPN1, PAPOLA, PARP2, PAX9, PELI2, PIGH, PNN, PNP, POLE2, POMT2, PPM1A, PPP2R5C, PRKCH, PRKD1, PRMT5, PROX2, PRPF39, PSEN1, PSMA3, PSMA6, PSMB11, PSMB5, PSMC1, PSMC6, PSME1, PSME2, PTGDR, PTPN21, RABGGTA, RAD51B, RBM23, RBM25, RCOR1, REC8, RIPK3, RNASE2, RNASE3, RNASE4, RNASE6, RNF31, RP11-176H8.1, RP11-47I22.4, RPL10L, RPL36AL, RPS29, RPS6KA5, RPS6KL1, SALL2, SEC23A, SETD3, SIX1, SLC25A21, SLC7A7, SLC7A8, SLIRP, SMEK1, SNAPC1, SNW1, SOCS4, SPTB, SPTLC2, SPTSSA, SRP54, SRSF5, STYX, SUPT16H, TBPL2, TDP1, TDRD9, TEP1, TGM1, THTPA, TIMM9, TINF2, TMED10, TMX1, TRIM9, TRIP11, TRMT61A, TSSK4, TTC5, TTLL5, VCPKMT, VIPAS39, VRTN, VSX2, WARS, WDHD1, XRCC3, YLPM1, YY1, ZBTB1, ZBTB25, ZBTB42, ZDHHC22, ZFHX2, ZFP36L1, ZFYVE26, ZNF219, ZNF410"
Tissue pcHi-C,Cycles C3 w/ 2+ tissue vs Links w/ 2+ tissue,chr14,GO:0044237,BP,e,cellular metabolic process    ,220/582,229/672,3.6e-08,2,220,9.57e-06,"ABCD4, ACIN1, ACOT1, ACOT2, ACOT4, ACYP1, ADCK1, ADCY4, ADSSL1, AJUBA, AK7, AKAP5, AKT1, ALDH6A1, ALKBH1, AMN, ANG, APEX1, AREL1, ARG2, ARID4A, ASB2, ASPG, ATG14, ATG2B, ATP5S, ATXN3, BATF, BAZ1A, BCL11B, BRF1, BRMS1L, C14orf166, CALM1, CCNK, CDC42BPB, CDKL1, CEBPE, CHD8, CHURC1, CHURC1-FNTB, CINP, COQ6, CPSF2, CYP46A1, DDX24, DEGS2, DHRS4, DICER1, DIO2, DIO3, DLST, DPF3, DTD2, EIF2B2, EIF2S1, EIF5, ELMSAN1, ENTPD5, ERH, ESR2, ESRRB, EXD2, FANCM, FCF1, FNTB, FOS, FOXG1, FOXN3, FUT8, GALC, GCH1, GEMIN2, GMFB, GMPR2, GNG2, GNPNAT1, GPHN, GSTZ1, GTF2A1, HECTD1, HIF1A, HNRNPC, HOMEZ, INSM2, IRF9, ISCA2, ITPK1, JDP2, JKAMP, KIAA0391, L2HGDH, LGALS3, LGMN, LIN52, MAP3K9, MAP4K5, MARK3, MAX, METTL17, METTL3, MLH3, MNAT1, MOK, MRPL52, MTHFD1, NDUFB1, NEDD8, NEK9, NFATC4, NKX2-1, NKX2-8, NOXRED1, NRL, NYNRIN, OSGEP, OTUB2, OXA1L, PABPN1, PAPOLA, PARP2, PAX9, PCK2, PIGH, PLD4, PNN, PNP, POLE2, PPM1A, PPP1R3E, PPP2R5C, PRIMA1, PRKCH, PRKD1, PRMT5, PROX2, PRPF39, PSEN1, PSMA3, PSMA6, PSMB11, PSMB5, PSMC1, PSMC6, PSME1, PSME2, PTGDR, PTGR2, PTPN21, PYGL, RABGGTA, RAD51B, RBM23, RBM25, RDH11, RDH12, REC8, RIPK3, RNASE2, RNASE3, RNASE4, RNASE6, RP11-176H8.1, RP11-47I22.4, RPL10L, RPL36AL, RPS29, RPS6KA5, RPS6KL1, SALL2, SDR39U1, SETD3, SIX1, SLC10A1, SLC25A21, SLC7A7, SLC7A8, SLIRP, SMEK1, SNAPC1, SNW1, SPTB, SPTLC2, SPTSSA, SRP54, SRSF5, STYX, SUPT16H, TBPL2, TDP1, TDRD9, TECPR2, TEP1, THTPA, TINF2, TM9SF1, TMX1, TRIM9, TRIP11, TRMT61A, TSSK4, TTC5, TTLL5, VCPKMT, VIPAS39, VRTN, VSX2, WARS, WDHD1, XRCC3, YLPM1, YY1, ZBTB1, ZBTB25, ZBTB42, ZFHX2, ZFP36L1, ZFYVE26, ZNF219, ZNF410"
Tissue pcHi-C,Cycles C3 w/ 2+ tissue vs Links w/ 2+ tissue,chr14,GO:0050794,BP,e,regulation of cellular process,245/582,257/672,4.34e-08,3,245,1.09e-05,"ACIN1, ACTN1, ADCY4, AJUBA, AKAP5, AKAP6, AKT1, ALKBH1, ANG, APEX1, APOPT1, AREL1, ARF6, ARHGAP5, ARHGEF40, ARID4A, ASB2, ATG14, ATP6V1D, ATXN3, BAG5, BATF, BAZ1A, BCL11B, BCL2L2, BCL2L2-PABPN1, BDKRB1, BDKRB2, BRF1, BRMS1L, C14orf166, C14orf39, CALM1, CCDC88C, CCNK, CDC42BPB, CEBPE, CGRRF1, CHD8, CHURC1, CHURC1-FNTB, CIDEB, CLMN, CNIH1, CRIP1, CRIP2, DACT1, DAD1, DHRS2, DICER1, DIO2, DLGAP5, DLK1, DPF3, EAPP, EFS, EGLN3, EIF2B2, EIF2S1, EIF5, ELMSAN1, ENTPD5, ERO1L, ESR2, ESRRB, EVL, FBLN5, FERMT2, FNTB, FOS, FOXA1, FOXG1, FOXN3, FRMD6, FUT8, G2E3, GMFB, GNG2, GPR132, GPR135, GPR65, GPR68, GSC, GTF2A1, GZMB, HIF1A, HNRNPC, HOMEZ, HSP90AA1, HSPA2, IFI27, IL25, INF2, INSM2, IRF9, ITPK1, JAG2, JDP2, JPH4, KCNK10, KIAA0586, KIF26A, LGMN, LTB4R, LTB4R2, LTBP2, MAP3K9, MAP4K5, MAX, MBIP, MMP14, MNAT1, MOK, MTA1, MYH6, NDRG2, NEDD8, NEDD8-MDP1, NFATC4, NFKBIA, NGDN, NKX2-1, NKX2-8, NPC2, NRL, NRXN3, NUMB, OR10G2, OR10G3, OR11G2, OR11H6, OR4E2, OR4K1, OR4K15, OR4K17, OR4K2, OR4K5, OR4L1, OR4M1, OR4N2, OR4N5, OR4Q3, OR5AU1, OR6J1, OR6S1, OTX2, PABPN1, PARP2, PAX9, PCK2, PELI2, PGF, PLEK2, PLEKHG3, PNN, PNP, PPM1A, PPP1R13B, PPP1R36, PPP2R3C, PPP2R5C, PPP2R5E, PPP4R4, PRKCH, PRKD1, PRMT5, PROX2, PSEN1, PSMA3, PSMA6, PSMB11, PSMB5, PSMC1, PSMC6, PSME1, PSME2, PTGDR, PTGER2, RAB15, RAB2B, RALGAPA1, RBM25, RCOR1, RDH11, RDH12, REM2, RGS6, RIN3, RIPK3, RNASE10, RNF31, RPS6KA5, RTN1, SALL2, SAMD4A, SAV1, SCFD1, SEL1L, SETD3, SIPA1L1, SIVA1, SIX1, SIX4, SIX6, SLIRP, SMEK1, SMOC1, SNAPC1, SNW1, SNX6, SOCS4, SOS2, SPTB, SRSF5, SSTR1, STON2, STRN3, SUPT16H, SYNE2, SYNJ2BP, TBPL2, TGFB3, TINF2, TMEM30B, TMX1, TRAF3, TRIM9, TSHR, TSSK4, TTC5, TTC8, VASH1, VIPAS39, VSX2, WARS, WDHD1, YLPM1, YY1, ZBTB1, ZBTB42, ZFHX2, ZFP36L1, ZFYVE1, ZNF219, ZNF410"
Tissue pcHi-C,Cycles C3 w/ 2+ tissue vs Links w/ 2+ tissue,chr14,GO:1901360,BP,e,organic cyclic compound metabolic process,148/582,151/672,1.22e-07,3,148,2.91e-05,"ABCD4, ACIN1, ACOT1, ACOT2, ACOT4, ADCY4, ADSSL1, AJUBA, AK7, AKT1, ALDH6A1, ALKBH1, AMN, ANG, APEX1, ARID4A, ATP5S, ATXN3, BATF, BAZ1A, BCL11B, BRF1, BRMS1L, C14orf1, C14orf166, CCNK, CEBPE, CHD8, CHURC1, CINP, CPSF2, CYP46A1, DDX24, DHRS2, DHRS4, DICER1, DIO2, DIO3, DLST, DPF3, ELMSAN1, ENTPD5, ERH, ESR2, ESRRB, EXD2, FANCM, FCF1, FOS, FOXG1, FOXN3, FUT8, GCH1, GEMIN2, GMPR2, GNPNAT1, GPHN, GSTZ1, GTF2A1, HIF1A, HNRNPC, HOMEZ, INSM2, IRF9, JDP2, KIAA0391, LGALS3, LGMN, LIN52, MAP3K9, MAX, METTL3, MLH3, MNAT1, MTHFD1, NFATC4, NKX2-8, NPC2, NRL, NYNRIN, OSGEP, PABPN1, PAPOLA, PARP2, PAX9, PNN, PNP, POLE2, PPM1A, PRMT5, PROX2, PRPF39, PSMA3, PSMA6, PSMB11, PSMB5, PSMC1, PSMC6, PSME1, PSME2, PTGDR, RAD51B, RBM23, RBM25, REC8, RNASE2, RNASE3, RNASE4, RNASE6, RPS29, SALL2, SERPINA6, SETD3, SIX1, SLC10A1, SLIRP, SNAPC1, SNW1, SPTB, SRSF5, SUPT16H, TBPL2, TDP1, TDRD9, TEP1, THTPA, TINF2, TMX1, TRIP11, TRMT61A, TTC5, TTLL5, VIPAS39, VRTN, VSX2, WARS, WDHD1, XRCC3, YLPM1, YY1, ZBTB1, ZBTB25, ZBTB42, ZFHX2, ZFP36L1, ZFYVE26, ZNF219, ZNF410"
Tissue pcHi-C,Cycles C3 w/ 2+ tissue vs Links w/ 2+ tissue,chr14,GO:0043170,BP,e,macromolecule metabolic process,198/582,206/672,2.62e-07,3,198,5.45e-05,"ABHD12B, ACIN1, ADAM20, ADAM21, ADCK1, AJUBA, AKT1, ALKBH1, AMN, ANG, APEX1, AREL1, ARID4A, ASB2, ATXN3, BATF, BAZ1A, BCL11B, BRF1, BRMS1L, C14orf166, CALM1, CCNB1IP1, CCNK, CDC42BPB, CDKL1, CEBPE, CHD8, CHURC1, CHURC1-FNTB, CINP, CMA1, CPSF2, DAD1, DCAF11, DCAF4, DCAF5, DDX24, DICER1, DIO2, DPF3, EGLN3, EIF2B2, EIF2S1, EIF5, ELMSAN1, ENTPD5, ERO1L, ESR2, ESRRB, EXOC5, FANCM, FBXO33, FCF1, FKBP3, FNTB, FOS, FOXG1, FOXN3, FUT8, G2E3, GALNT16, GEMIN2, GMFB, GNPNAT1, GTF2A1, GZMB, GZMH, HECTD1, HIF1A, HNRNPC, HOMEZ, INSM2, IRF9, JAG2, JDP2, JKAMP, KIAA0391, L2HGDH, LGALS3, LGMN, LIN52, LRR1, MAP3K9, MAP4K5, MARK3, MAX, MBIP, METTL17, METTL3, MGAT2, MLH3, MMP14, MNAT1, MOK, MRPL52, NEDD8, NEDD8-MDP1, NEK9, NFATC4, NKX2-8, NRL, NYNRIN, OSGEP, OTUB2, PABPN1, PAPOLA, PARP2, PAX9, PELI2, PIGH, PNN, PNP, POLE2, POMT2, PPM1A, PPP1R3E, PPP2R5C, PRKCH, PRKD1, PRMT5, PROX2, PRPF39, PSEN1, PSMA3, PSMA6, PSMB11, PSMB5, PSMC1, PSMC6, PSME1, PSME2, PTPN21, PYGL, RABGGTA, RAD51B, RBM23, RBM25, RCOR1, REC8, RIPK3, RNASE2, RNASE3, RNASE4, RNASE6, RNF31, RP11-47I22.4, RPL10L, RPL36AL, RPS29, RPS6KA5, RPS6KL1, SALL2, SEC23A, SETD3, SIX1, SLIRP, SMEK1, SNAPC1, SNW1, SOCS4, SRP54, SRSF5, STYX, SUPT16H, TBPL2, TDP1, TDRD9, TEP1, TGM1, TIMM9, TINF2, TMED10, TMX1, TRIM9, TRIP11, TRMT61A, TSSK4, TTC5, TTLL5, VCPKMT, VIPAS39, VRTN, VSX2, WARS, WDHD1, XRCC3, YLPM1, YY1, ZBTB1, ZBTB25, ZBTB42, ZDHHC22, ZFHX2, ZFP36L1, ZFYVE26, ZNF219, ZNF410"
Tissue pcHi-C,Cycles C3 w/ 2+ tissue vs Links w/ 2+ tissue,chr14,GO:0006725,BP,e,cellular aromatic compound metabolic process,139/582,142/672,6.02e-07,3,139,0.00012,"ABCD4, ACIN1, ACOT1, ACOT2, ACOT4, ADCY4, ADSSL1, AJUBA, AK7, AKT1, ALDH6A1, ALKBH1, AMN, ANG, APEX1, ARID4A, ATP5S, ATXN3, BATF, BAZ1A, BCL11B, BRF1, BRMS1L, C14orf166, CCNK, CEBPE, CHD8, CHURC1, CINP, CPSF2, DDX24, DICER1, DIO2, DIO3, DLST, DPF3, ELMSAN1, ENTPD5, ERH, ESR2, ESRRB, EXD2, FANCM, FCF1, FOS, FOXG1, FOXN3, FUT8, GCH1, GEMIN2, GMPR2, GNPNAT1, GSTZ1, GTF2A1, HIF1A, HNRNPC, HOMEZ, INSM2, IRF9, JDP2, KIAA0391, LGALS3, LIN52, MAP3K9, MAX, METTL3, MLH3, MNAT1, MTHFD1, NFATC4, NKX2-8, NRL, NYNRIN, OSGEP, PABPN1, PAPOLA, PARP2, PAX9, PNN, PNP, POLE2, PPM1A, PRMT5, PROX2, PRPF39, PSMA3, PSMA6, PSMB11, PSMB5, PSMC1, PSMC6, PSME1, PSME2, PTGDR, RAD51B, RBM23, RBM25, REC8, RNASE2, RNASE3, RNASE4, RNASE6, RPS29, SALL2, SETD3, SIX1, SLIRP, SNAPC1, SNW1, SPTB, SRSF5, SUPT16H, TBPL2, TDP1, TDRD9, TEP1, THTPA, TINF2, TMX1, TRIP11, TRMT61A, TTC5, TTLL5, VIPAS39, VRTN, VSX2, WARS, WDHD1, XRCC3, YLPM1, YY1, ZBTB1, ZBTB25, ZBTB42, ZFHX2, ZFP36L1, ZFYVE26, ZNF219, ZNF410"
Tissue pcHi-C,Cycles C3 w/ 2+ tissue vs Links w/ 2+ tissue,chr14,GO:0034641,BP,e,cellular nitrogen compound metabolic process,149/582,153/672,6.93e-07,3,149,0.000127,"ACIN1, ACOT1, ACOT2, ACOT4, ADCY4, ADSSL1, AJUBA, AK7, AKT1, ALDH6A1, ALKBH1, ANG, APEX1, ARG2, ARID4A, ATP5S, ATXN3, BATF, BAZ1A, BCL11B, BRF1, BRMS1L, C14orf166, CCNK, CEBPE, CHD8, CHURC1, CINP, CPSF2, DDX24, DEGS2, DICER1, DIO2, DIO3, DLST, DPF3, EIF2B2, EIF2S1, EIF5, ELMSAN1, ENTPD5, ERH, ESR2, ESRRB, EXD2, FANCM, FCF1, FOS, FOXG1, FOXN3, FUT8, GCH1, GEMIN2, GMPR2, GNPNAT1, GSTZ1, GTF2A1, HIF1A, HNRNPC, HOMEZ, INSM2, IRF9, JDP2, KIAA0391, LGALS3, LIN52, MAP3K9, MAX, METTL17, METTL3, MLH3, MNAT1, MRPL52, MTHFD1, NFATC4, NKX2-8, NRL, NYNRIN, OSGEP, PABPN1, PAPOLA, PARP2, PAX9, PNN, PNP, POLE2, PPM1A, PRMT5, PROX2, PRPF39, PSMA3, PSMA6, PSMB11, PSMB5, PSMC1, PSMC6, PSME1, PSME2, PTGDR, RAD51B, RBM23, RBM25, REC8, RNASE2, RNASE3, RNASE4, RNASE6, RPL10L, RPL36AL, RPS29, SALL2, SETD3, SIX1, SLC25A21, SLIRP, SNAPC1, SNW1, SPTB, SPTLC2, SRP54, SRSF5, SUPT16H, TBPL2, TDP1, TDRD9, TEP1, THTPA, TINF2, TMX1, TRIP11, TRMT61A, TTC5, TTLL5, VIPAS39, VRTN, VSX2, WARS, WDHD1, XRCC3, YLPM1, YY1, ZBTB1, ZBTB25, ZBTB42, ZFHX2, ZFP36L1, ZFYVE26, ZNF219, ZNF410"
Tissue pcHi-C,Cycles C3 w/ 2+ tissue vs Links w/ 2+ tissue,chr14,GO:0046483,BP,e,heterocycle metabolic process ,137/582,140/672,1.03e-06,3,137,0.000183,"ABCD4, ACIN1, ACOT1, ACOT2, ACOT4, ADCY4, ADSSL1, AJUBA, AK7, AKT1, ALDH6A1, ALKBH1, AMN, ANG, APEX1, ARID4A, ATP5S, ATXN3, BATF, BAZ1A, BCL11B, BRF1, BRMS1L, C14orf166, CCNK, CEBPE, CHD8, CHURC1, CINP, CPSF2, DDX24, DICER1, DLST, DPF3, ELMSAN1, ENTPD5, ERH, ESR2, ESRRB, EXD2, FANCM, FCF1, FOS, FOXG1, FOXN3, FUT8, GCH1, GEMIN2, GMPR2, GNPNAT1, GPHN, GTF2A1, HIF1A, HNRNPC, HOMEZ, INSM2, IRF9, JDP2, KIAA0391, LGALS3, LIN52, MAP3K9, MAX, METTL3, MLH3, MNAT1, MTHFD1, NFATC4, NKX2-8, NRL, NYNRIN, OSGEP, PABPN1, PAPOLA, PARP2, PAX9, PNN, PNP, POLE2, PPM1A, PRMT5, PROX2, PRPF39, PSMA3, PSMA6, PSMB11, PSMB5, PSMC1, PSMC6, PSME1, PSME2, PTGDR, RAD51B, RBM23, RBM25, REC8, RNASE2, RNASE3, RNASE4, RNASE6, RPS29, SALL2, SETD3, SIX1, SLIRP, SNAPC1, SNW1, SPTB, SRSF5, SUPT16H, TBPL2, TDP1, TDRD9, TEP1, THTPA, TINF2, TMX1, TRIP11, TRMT61A, TTC5, TTLL5, VIPAS39, VRTN, VSX2, WARS, WDHD1, XRCC3, YLPM1, YY1, ZBTB1, ZBTB25, ZBTB42, ZFHX2, ZFP36L1, ZFYVE26, ZNF219, ZNF410"
Tissue pcHi-C,Cycles C3 w/ 2+ tissue vs Links w/ 2+ tissue,chr14,GO:0006139,BP,e,nucleobase-containing compound metabolic process,131/582,134/672,1.81e-06,4,131,0.000296,"ACIN1, ACOT1, ACOT2, ACOT4, ADCY4, ADSSL1, AJUBA, AK7, AKT1, ALDH6A1, ALKBH1, ANG, APEX1, ARID4A, ATP5S, ATXN3, BATF, BAZ1A, BCL11B, BRF1, BRMS1L, C14orf166, CCNK, CEBPE, CHD8, CHURC1, CINP, CPSF2, DDX24, DICER1, DLST, DPF3, ELMSAN1, ENTPD5, ERH, ESR2, ESRRB, EXD2, FANCM, FCF1, FOS, FOXG1, FOXN3, FUT8, GEMIN2, GMPR2, GNPNAT1, GTF2A1, HIF1A, HNRNPC, HOMEZ, INSM2, IRF9, JDP2, KIAA0391, LGALS3, LIN52, MAP3K9, MAX, METTL3, MLH3, MNAT1, MTHFD1, NFATC4, NKX2-8, NRL, NYNRIN, OSGEP, PABPN1, PAPOLA, PARP2, PAX9, PNN, PNP, POLE2, PPM1A, PRMT5, PROX2, PRPF39, PSMA3, PSMA6, PSMB11, PSMB5, PSMC1, PSMC6, PSME1, PSME2, PTGDR, RAD51B, RBM23, RBM25, REC8, RNASE2, RNASE3, RNASE4, RNASE6, RPS29, SALL2, SETD3, SIX1, SLIRP, SNAPC1, SNW1, SRSF5, SUPT16H, TBPL2, TDP1, TDRD9, TEP1, TINF2, TMX1, TRIP11, TRMT61A, TTC5, TTLL5, VIPAS39, VRTN, VSX2, WARS, WDHD1, XRCC3, YLPM1, YY1, ZBTB1, ZBTB25, ZBTB42, ZFHX2, ZFP36L1, ZFYVE26, ZNF219, ZNF410"
